timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-11-30T09:46:29,emissions_app_reboot0,6bed616c-ffd5-4088-95af-24284772181b,0.0008149147033691,1.587041351530287e-09,0.0019474938235485,42.5,0.0,3.0,7.233685917324491e-09,0,3.598133722941081e-10,7.5934992896186e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:30,emissions_app_reboot0,b41cb553-d2f4-4dec-9c47-2ef3fa292804,0.0007898807525634,1.6920500662591723e-09,0.0021421588774859,42.5,0.0,3.0,7.754398716820611e-09,0,3.4153461456298827e-10,8.0959333313836e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:32,emissions_app_reboot0,6197633a-76a6-4f18-94b7-234ec66c3cf4,0.0007860660552978,1.464571555455526e-09,0.0018631660095035,42.5,0.0,3.0,6.670753161112468e-09,0,3.36766242980957e-10,7.007519404093425e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:33,emissions_app_reboot0,db4e39bd-7f81-4b5c-839c-35414b25f6e2,0.0007092952728271,1.5371634231673344e-09,0.0021671699813258,42.5,0.0,3.0,7.011327478620742e-09,0,3.435214360555013e-10,7.354848914676243e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:34,emissions_app_reboot0,284111c0-e2e7-4bff-972d-da4753580401,0.0007338523864746,1.603706545299954e-09,0.0021853257887517,42.5,0.0,3.0,7.3068671756320544e-09,0,3.663698832194011e-10,7.673237058851455e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:36,emissions_app_reboot0,81e01ac5-8449-44a3-a3f0-1b4132a2053a,0.000680923461914,1.4513252178827923e-09,0.0021314072712418,42.5,0.0,3.0,6.620089213053386e-09,0,3.2405058542887366e-10,6.944139798482261e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:37,emissions_app_reboot0,4391aeeb-7fd5-4cd2-a181-20641a3c07be,0.0006928443908691,1.5062276191181608e-09,0.0021739767817542,42.5,0.0,3.0,6.859335634443495e-09,0,3.4749507904052725e-10,7.206830713484023e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:42,emissions_app_reboot0,6cfd111e-9250-4a22-aba9-4ab3981283b8,0.002220869064331,4.106496142016517e-09,0.0018490491888829,42.5,0.0,3.0,1.8816027376386856e-08,0,8.32279523213704e-10,1.9648306899600563e-08,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:44,emissions_app_reboot0,81fb202e-718f-447c-893a-c3b09ff5a5ac,0.0022680759429931,4.823542402850257e-09,0.0021267111525748,42.5,0.0,3.0,2.2041632069481744e-08,0,1.0375181833902995e-09,2.3079150252872044e-08,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
2022-11-30T09:46:46,emissions_app_reboot0,562cc8b2-7627-422d-8d05-d1ea0c77f26b,0.0006847381591796,1.480018695195516e-09,0.0021614374419684,42.5,0.0,3.0,6.738305091857911e-09,0,3.4312407175699856e-10,7.081429163614909e-09,United Kingdom,GBR,england,,,macOS-12.6-arm64-arm-64bit,3.10.8,8,Apple M2,,,-1.5897,53.7591,8.0,machine,N
